2018-12-13 12:44:32,978 - The function generate_sift costs 28.511871 seconds
2018-12-13 12:45:05,563 - The function compute_k_means costs 31.337864 seconds
2018-12-13 12:45:09,844 - The function compute_svm costs 4.273391 seconds
2018-12-13 12:45:09,846 - The function train costs 65.379894 seconds
2018-12-13 12:45:09,846 - Start test model
2018-12-13 12:53:38,369 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/60.jpg, predict:Coast fact:Mountain
2018-12-13 12:53:38,395 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/2881.jpg, predict:Mountain fact:Mountain
2018-12-13 12:53:38,417 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/2922.jpg, predict:Mountain fact:Mountain
2018-12-13 12:53:38,438 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/2880.jpg, predict:Mountain fact:Mountain
2018-12-13 12:53:38,454 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/2926.jpg, predict:Mountain fact:Mountain
2018-12-13 12:53:38,476 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/2879.jpg, predict:OpenCountry fact:Mountain
2018-12-13 12:53:38,497 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/2892.jpg, predict:Mountain fact:Mountain
2018-12-13 12:53:38,527 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/515.jpg, predict:Forest fact:Mountain
2018-12-13 12:53:38,549 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/2963.jpg, predict:Mountain fact:Mountain
2018-12-13 12:53:38,579 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/137.jpg, predict:Suburb fact:Mountain
2018-12-13 12:53:38,609 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/484.jpg, predict:Forest fact:Mountain
2018-12-13 12:53:38,632 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/447.jpg, predict:Mountain fact:Mountain
2018-12-13 12:53:38,649 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/2958.jpg, predict:Highway fact:Mountain
2018-12-13 12:53:38,674 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/133.jpg, predict:Mountain fact:Mountain
2018-12-13 12:53:38,705 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/2966.jpg, predict:Mountain fact:Mountain
2018-12-13 12:53:38,730 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/468.jpg, predict:OpenCountry fact:Mountain
2018-12-13 12:53:38,749 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/4.jpg, predict:Mountain fact:Mountain
2018-12-13 12:53:38,769 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/2863.jpg, predict:OpenCountry fact:Mountain
2018-12-13 12:53:38,786 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/46.jpg, predict:Highway fact:Mountain
2018-12-13 12:53:38,786 - category:Mountain correct_ratio:55.00000000000001%
2018-12-13 12:53:38,816 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1634.jpg, predict:kitchen fact:kitchen
2018-12-13 12:53:38,837 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1783.jpg, predict:kitchen fact:kitchen
2018-12-13 12:53:38,861 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1741.jpg, predict:livingroom fact:kitchen
2018-12-13 12:53:38,878 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/61.jpg, predict:Office fact:kitchen
2018-12-13 12:53:38,897 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/825.jpg, predict:bedroom fact:kitchen
2018-12-13 12:53:38,916 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1792.jpg, predict:kitchen fact:kitchen
2018-12-13 12:53:38,935 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1591.jpg, predict:industrial fact:kitchen
2018-12-13 12:53:38,951 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1793.jpg, predict:livingroom fact:kitchen
2018-12-13 12:53:38,976 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1356.jpg, predict:Office fact:kitchen
2018-12-13 12:53:38,993 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1132.jpg, predict:kitchen fact:kitchen
2018-12-13 12:53:39,011 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1657.jpg, predict:industrial fact:kitchen
2018-12-13 12:53:39,037 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1064.jpg, predict:Insidecity fact:kitchen
2018-12-13 12:53:39,053 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1277.jpg, predict:kitchen fact:kitchen
2018-12-13 12:53:39,071 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1470.jpg, predict:livingroom fact:kitchen
2018-12-13 12:53:39,091 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1826.jpg, predict:Highway fact:kitchen
2018-12-13 12:53:39,114 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1832.jpg, predict:Street fact:kitchen
2018-12-13 12:53:39,134 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/791.jpg, predict:industrial fact:kitchen
2018-12-13 12:53:39,156 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1758.jpg, predict:Office fact:kitchen
2018-12-13 12:53:39,181 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1407.jpg, predict:Insidecity fact:kitchen
2018-12-13 12:53:39,201 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/782.jpg, predict:Office fact:kitchen
2018-12-13 12:53:39,201 - category:kitchen correct_ratio:25.0%
2018-12-13 12:53:39,222 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/2075.jpg, predict:Mountain fact:OpenCountry
2018-12-13 12:53:39,244 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/188.jpg, predict:Forest fact:OpenCountry
2018-12-13 12:53:39,271 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/160.jpg, predict:OpenCountry fact:OpenCountry
2018-12-13 12:53:39,292 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/831.jpg, predict:OpenCountry fact:OpenCountry
2018-12-13 12:53:39,313 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/2264.jpg, predict:OpenCountry fact:OpenCountry
2018-12-13 12:53:39,336 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/706.jpg, predict:OpenCountry fact:OpenCountry
2018-12-13 12:53:39,359 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/658.jpg, predict:OpenCountry fact:OpenCountry
2018-12-13 12:53:39,380 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/2788.jpg, predict:OpenCountry fact:OpenCountry
2018-12-13 12:53:39,400 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/2574.jpg, predict:OpenCountry fact:OpenCountry
2018-12-13 12:53:39,413 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/660.jpg, predict:Coast fact:OpenCountry
2018-12-13 12:53:39,434 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/475.jpg, predict:OpenCountry fact:OpenCountry
2018-12-13 12:53:39,451 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/685.jpg, predict:OpenCountry fact:OpenCountry
2018-12-13 12:53:39,463 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/2786.jpg, predict:Coast fact:OpenCountry
2018-12-13 12:53:39,495 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/2381.jpg, predict:Forest fact:OpenCountry
2018-12-13 12:53:39,525 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/245.jpg, predict:OpenCountry fact:OpenCountry
2018-12-13 12:53:39,542 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/2191.jpg, predict:OpenCountry fact:OpenCountry
2018-12-13 12:53:39,556 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/130.jpg, predict:Coast fact:OpenCountry
2018-12-13 12:53:39,571 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/2135.jpg, predict:Coast fact:OpenCountry
2018-12-13 12:53:39,586 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/2644.jpg, predict:OpenCountry fact:OpenCountry
2018-12-13 12:53:39,603 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/2455.jpg, predict:Mountain fact:OpenCountry
2018-12-13 12:53:39,603 - category:OpenCountry correct_ratio:60.0%
2018-12-13 12:53:39,636 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/599.jpg, predict:store fact:store
2018-12-13 12:53:39,681 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/2908.jpg, predict:store fact:store
2018-12-13 12:53:39,712 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/175.jpg, predict:store fact:store
2018-12-13 12:53:39,743 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/2729.jpg, predict:store fact:store
2018-12-13 12:53:39,776 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/2924.jpg, predict:store fact:store
2018-12-13 12:53:39,803 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/712.jpg, predict:store fact:store
2018-12-13 12:53:39,837 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/2565.jpg, predict:store fact:store
2018-12-13 12:53:39,865 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/895.jpg, predict:store fact:store
2018-12-13 12:53:39,889 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/2987.jpg, predict:Street fact:store
2018-12-13 12:53:39,915 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/700.jpg, predict:store fact:store
2018-12-13 12:53:39,946 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/925.jpg, predict:store fact:store
2018-12-13 12:53:39,979 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/35.jpg, predict:store fact:store
2018-12-13 12:53:40,008 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/2948.jpg, predict:store fact:store
2018-12-13 12:53:40,040 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/2597.jpg, predict:store fact:store
2018-12-13 12:53:40,078 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/2596.jpg, predict:store fact:store
2018-12-13 12:53:40,104 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/440.jpg, predict:livingroom fact:store
2018-12-13 12:53:40,135 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/787.jpg, predict:store fact:store
2018-12-13 12:53:40,166 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/2687.jpg, predict:store fact:store
2018-12-13 12:53:40,200 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/623.jpg, predict:store fact:store
2018-12-13 12:53:40,223 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/2723.jpg, predict:Insidecity fact:store
2018-12-13 12:53:40,223 - category:store correct_ratio:85.0%
2018-12-13 12:53:40,224 - Parameter:SIFT-Cluster_num:600Kmeans_type:MINI:sample num:300 - Correct: 55.666666666666664%
2018-12-13 12:54:04,766 - The function generate_sift costs 24.487652 seconds
2018-12-13 12:55:27,691 - The function compute_k_means costs 81.72636 seconds
2018-12-13 12:55:37,300 - The function compute_svm costs 9.60359 seconds
2018-12-13 12:55:37,316 - The function train costs 117.038108 seconds
2018-12-13 12:55:37,317 - Start test model
2018-12-13 12:55:37,355 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/1192.jpg, predict:Forest fact:Forest
2018-12-13 12:55:37,386 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/2854.jpg, predict:Forest fact:Forest
2018-12-13 12:55:37,407 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/1034.jpg, predict:Mountain fact:Forest
2018-12-13 12:55:37,437 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/1092.jpg, predict:Forest fact:Forest
2018-12-13 12:55:37,457 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/1120.jpg, predict:Mountain fact:Forest
2018-12-13 12:55:37,483 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/2776.jpg, predict:Forest fact:Forest
2018-12-13 12:55:37,510 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/2762.jpg, predict:Forest fact:Forest
2018-12-13 12:55:37,537 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/1082.jpg, predict:Forest fact:Forest
2018-12-13 12:55:37,569 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/2760.jpg, predict:Forest fact:Forest
2018-12-13 12:55:37,597 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/1081.jpg, predict:Forest fact:Forest
2018-12-13 12:55:37,630 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/2792.jpg, predict:Forest fact:Forest
2018-12-13 12:55:37,671 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/2779.jpg, predict:Forest fact:Forest
2018-12-13 12:55:37,719 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/2751.jpg, predict:Forest fact:Forest
2018-12-13 12:55:37,750 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/1115.jpg, predict:Forest fact:Forest
2018-12-13 12:55:37,785 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/1075.jpg, predict:Forest fact:Forest
2018-12-13 12:55:37,812 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/1159.jpg, predict:store fact:Forest
2018-12-13 12:55:37,843 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/2876.jpg, predict:Forest fact:Forest
2018-12-13 12:55:37,866 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/2866.jpg, predict:OpenCountry fact:Forest
2018-12-13 12:55:37,905 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/1176.jpg, predict:Forest fact:Forest
2018-12-13 12:55:37,948 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/2913.jpg, predict:Forest fact:Forest
2018-12-13 12:55:37,948 - category:Forest correct_ratio:80.0%
2018-12-13 12:55:37,976 - image:/Users/weiziyang/CV_DATA/testing_tagged/bedroom/2672.jpg, predict:bedroom fact:bedroom
2018-12-13 12:55:37,997 - image:/Users/weiziyang/CV_DATA/testing_tagged/bedroom/88.jpg, predict:bedroom fact:bedroom
2018-12-13 12:55:38,023 - image:/Users/weiziyang/CV_DATA/testing_tagged/bedroom/48.jpg, predict:bedroom fact:bedroom
2018-12-13 12:55:38,038 - image:/Users/weiziyang/CV_DATA/testing_tagged/bedroom/2981.jpg, predict:bedroom fact:bedroom
2018-12-13 12:55:38,056 - image:/Users/weiziyang/CV_DATA/testing_tagged/bedroom/2599.jpg, predict:Office fact:bedroom
2018-12-13 12:55:38,095 - image:/Users/weiziyang/CV_DATA/testing_tagged/bedroom/248.jpg, predict:livingroom fact:bedroom
2018-12-13 12:55:38,116 - image:/Users/weiziyang/CV_DATA/testing_tagged/bedroom/107.jpg, predict:bedroom fact:bedroom
2018-12-13 12:55:38,143 - image:/Users/weiziyang/CV_DATA/testing_tagged/bedroom/13.jpg, predict:livingroom fact:bedroom
2018-12-13 12:55:38,167 - image:/Users/weiziyang/CV_DATA/testing_tagged/bedroom/2624.jpg, predict:Insidecity fact:bedroom
2018-12-13 12:55:38,190 - image:/Users/weiziyang/CV_DATA/testing_tagged/bedroom/243.jpg, predict:bedroom fact:bedroom
2018-12-13 12:55:38,203 - image:/Users/weiziyang/CV_DATA/testing_tagged/bedroom/2625.jpg, predict:Coast fact:bedroom
2018-12-13 12:55:38,235 - image:/Users/weiziyang/CV_DATA/testing_tagged/bedroom/2805.jpg, predict:bedroom fact:bedroom
2018-12-13 12:55:38,257 - image:/Users/weiziyang/CV_DATA/testing_tagged/bedroom/331.jpg, predict:bedroom fact:bedroom
2018-12-13 12:55:38,283 - image:/Users/weiziyang/CV_DATA/testing_tagged/bedroom/326.jpg, predict:bedroom fact:bedroom
2018-12-13 12:55:38,301 - image:/Users/weiziyang/CV_DATA/testing_tagged/bedroom/124.jpg, predict:kitchen fact:bedroom
2018-12-13 12:55:38,324 - image:/Users/weiziyang/CV_DATA/testing_tagged/bedroom/194.jpg, predict:bedroom fact:bedroom
2018-12-13 12:55:38,347 - image:/Users/weiziyang/CV_DATA/testing_tagged/bedroom/2860.jpg, predict:bedroom fact:bedroom
2018-12-13 12:55:38,367 - image:/Users/weiziyang/CV_DATA/testing_tagged/bedroom/2686.jpg, predict:bedroom fact:bedroom
2018-12-13 12:55:38,386 - image:/Users/weiziyang/CV_DATA/testing_tagged/bedroom/2.jpg, predict:Office fact:bedroom
2018-12-13 12:55:38,407 - image:/Users/weiziyang/CV_DATA/testing_tagged/bedroom/2904.jpg, predict:Office fact:bedroom
2018-12-13 12:55:38,407 - category:bedroom correct_ratio:60.0%
2018-12-13 12:55:38,422 - image:/Users/weiziyang/CV_DATA/testing_tagged/Office/2513.jpg, predict:bedroom fact:Office
2018-12-13 12:55:38,443 - image:/Users/weiziyang/CV_DATA/testing_tagged/Office/1036.jpg, predict:Office fact:Office
2018-12-13 12:55:38,468 - image:/Users/weiziyang/CV_DATA/testing_tagged/Office/2339.jpg, predict:Office fact:Office
2018-12-13 12:55:38,485 - image:/Users/weiziyang/CV_DATA/testing_tagged/Office/2918.jpg, predict:Highway fact:Office
2018-12-13 12:55:38,512 - image:/Users/weiziyang/CV_DATA/testing_tagged/Office/1451.jpg, predict:Office fact:Office
2018-12-13 12:55:38,531 - image:/Users/weiziyang/CV_DATA/testing_tagged/Office/2210.jpg, predict:Office fact:Office
2018-12-13 12:55:38,567 - image:/Users/weiziyang/CV_DATA/testing_tagged/Office/678.jpg, predict:store fact:Office
2018-12-13 12:55:38,587 - image:/Users/weiziyang/CV_DATA/testing_tagged/Office/2554.jpg, predict:Office fact:Office
2018-12-13 12:55:38,609 - image:/Users/weiziyang/CV_DATA/testing_tagged/Office/2583.jpg, predict:Office fact:Office
2018-12-13 12:55:38,630 - image:/Users/weiziyang/CV_DATA/testing_tagged/Office/2970.jpg, predict:kitchen fact:Office
2018-12-13 12:55:38,668 - image:/Users/weiziyang/CV_DATA/testing_tagged/Office/2347.jpg, predict:Insidecity fact:Office
2018-12-13 12:55:38,695 - image:/Users/weiziyang/CV_DATA/testing_tagged/Office/1248.jpg, predict:bedroom fact:Office
2018-12-13 12:55:38,713 - image:/Users/weiziyang/CV_DATA/testing_tagged/Office/2595.jpg, predict:Highway fact:Office
2018-12-13 12:55:38,752 - image:/Users/weiziyang/CV_DATA/testing_tagged/Office/859.jpg, predict:bedroom fact:Office
2018-12-13 12:55:38,777 - image:/Users/weiziyang/CV_DATA/testing_tagged/Office/829.jpg, predict:livingroom fact:Office
2018-12-13 12:55:38,812 - image:/Users/weiziyang/CV_DATA/testing_tagged/Office/637.jpg, predict:bedroom fact:Office
2018-12-13 12:55:38,843 - image:/Users/weiziyang/CV_DATA/testing_tagged/Office/813.jpg, predict:Office fact:Office
2018-12-13 12:55:38,869 - image:/Users/weiziyang/CV_DATA/testing_tagged/Office/2252.jpg, predict:Office fact:Office
2018-12-13 12:55:38,889 - image:/Users/weiziyang/CV_DATA/testing_tagged/Office/768.jpg, predict:livingroom fact:Office
2018-12-13 12:55:38,908 - image:/Users/weiziyang/CV_DATA/testing_tagged/Office/796.jpg, predict:bedroom fact:Office
2018-12-13 12:55:38,909 - category:Office correct_ratio:40.0%
2018-12-13 12:55:38,929 - image:/Users/weiziyang/CV_DATA/testing_tagged/Highway/2466.jpg, predict:TallBuilding fact:Highway
2018-12-13 12:55:38,949 - image:/Users/weiziyang/CV_DATA/testing_tagged/Highway/1195.jpg, predict:Highway fact:Highway
2018-12-13 12:55:38,965 - image:/Users/weiziyang/CV_DATA/testing_tagged/Highway/2931.jpg, predict:Coast fact:Highway
2018-12-13 12:55:38,979 - image:/Users/weiziyang/CV_DATA/testing_tagged/Highway/1251.jpg, predict:Highway fact:Highway
2018-12-13 12:55:38,995 - image:/Users/weiziyang/CV_DATA/testing_tagged/Highway/1252.jpg, predict:Highway fact:Highway
2018-12-13 12:55:39,013 - image:/Users/weiziyang/CV_DATA/testing_tagged/Highway/2944.jpg, predict:Coast fact:Highway
2018-12-13 12:55:39,038 - image:/Users/weiziyang/CV_DATA/testing_tagged/Highway/1271.jpg, predict:industrial fact:Highway
2018-12-13 12:55:39,056 - image:/Users/weiziyang/CV_DATA/testing_tagged/Highway/2553.jpg, predict:Coast fact:Highway
2018-12-13 12:55:39,072 - image:/Users/weiziyang/CV_DATA/testing_tagged/Highway/1304.jpg, predict:Highway fact:Highway
2018-12-13 12:55:39,091 - image:/Users/weiziyang/CV_DATA/testing_tagged/Highway/1476.jpg, predict:Highway fact:Highway
2018-12-13 12:55:39,110 - image:/Users/weiziyang/CV_DATA/testing_tagged/Highway/2972.jpg, predict:OpenCountry fact:Highway
2018-12-13 12:55:39,126 - image:/Users/weiziyang/CV_DATA/testing_tagged/Highway/1206.jpg, predict:Coast fact:Highway
2018-12-13 12:55:39,145 - image:/Users/weiziyang/CV_DATA/testing_tagged/Highway/1561.jpg, predict:Insidecity fact:Highway
2018-12-13 12:55:39,161 - image:/Users/weiziyang/CV_DATA/testing_tagged/Highway/1563.jpg, predict:Highway fact:Highway
2018-12-13 12:55:39,177 - image:/Users/weiziyang/CV_DATA/testing_tagged/Highway/2902.jpg, predict:Coast fact:Highway
2018-12-13 12:55:39,198 - image:/Users/weiziyang/CV_DATA/testing_tagged/Highway/2641.jpg, predict:Mountain fact:Highway
2018-12-13 12:55:39,212 - image:/Users/weiziyang/CV_DATA/testing_tagged/Highway/2457.jpg, predict:Coast fact:Highway
2018-12-13 12:55:39,227 - image:/Users/weiziyang/CV_DATA/testing_tagged/Highway/1363.jpg, predict:Highway fact:Highway
2018-12-13 12:55:39,241 - image:/Users/weiziyang/CV_DATA/testing_tagged/Highway/2905.jpg, predict:Highway fact:Highway
2018-12-13 12:55:39,257 - image:/Users/weiziyang/CV_DATA/testing_tagged/Highway/2643.jpg, predict:Highway fact:Highway
2018-12-13 12:55:39,257 - category:Highway correct_ratio:45.0%
2018-12-13 12:55:39,273 - image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/2698.jpg, predict:Coast fact:Coast
2018-12-13 12:55:39,288 - image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/2689.jpg, predict:Coast fact:Coast
2018-12-13 12:55:39,303 - image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/2598.jpg, predict:OpenCountry fact:Coast
2018-12-13 12:55:39,317 - image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/261.jpg, predict:Coast fact:Coast
2018-12-13 12:55:39,329 - image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/517.jpg, predict:Coast fact:Coast
2018-12-13 12:55:39,346 - image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/2628.jpg, predict:Mountain fact:Coast
2018-12-13 12:55:39,360 - image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/267.jpg, predict:Coast fact:Coast
2018-12-13 12:55:39,375 - image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/240.jpg, predict:Coast fact:Coast
2018-12-13 12:55:39,391 - image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/268.jpg, predict:Highway fact:Coast
2018-12-13 12:55:39,404 - image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/320.jpg, predict:Coast fact:Coast
2018-12-13 12:55:39,427 - image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/250.jpg, predict:OpenCountry fact:Coast
2018-12-13 12:55:39,440 - image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/279.jpg, predict:Coast fact:Coast
2018-12-13 12:55:39,456 - image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/251.jpg, predict:Coast fact:Coast
2018-12-13 12:55:39,470 - image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/2623.jpg, predict:Highway fact:Coast
2018-12-13 12:55:39,491 - image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/2621.jpg, predict:OpenCountry fact:Coast
2018-12-13 12:55:39,505 - image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/2740.jpg, predict:Coast fact:Coast
2018-12-13 12:55:39,520 - image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/2682.jpg, predict:Coast fact:Coast
2018-12-13 12:55:39,531 - image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/2683.jpg, predict:Coast fact:Coast
2018-12-13 12:55:39,547 - image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/225.jpg, predict:Coast fact:Coast
2018-12-13 12:55:39,561 - image:/Users/weiziyang/CV_DATA/testing_tagged/Coast/2694.jpg, predict:Highway fact:Coast
2018-12-13 12:55:39,561 - category:Coast correct_ratio:65.0%
2018-12-13 12:55:39,586 - image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/2074.jpg, predict:Insidecity fact:Insidecity
2018-12-13 12:55:39,611 - image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/2935.jpg, predict:Office fact:Insidecity
2018-12-13 12:55:39,641 - image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/1152.jpg, predict:store fact:Insidecity
2018-12-13 12:55:39,666 - image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/1190.jpg, predict:TallBuilding fact:Insidecity
2018-12-13 12:55:39,684 - image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/1143.jpg, predict:bedroom fact:Insidecity
2018-12-13 12:55:39,701 - image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/2072.jpg, predict:Insidecity fact:Insidecity
2018-12-13 12:55:39,723 - image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/1963.jpg, predict:Insidecity fact:Insidecity
2018-12-13 12:55:39,744 - image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/1141.jpg, predict:TallBuilding fact:Insidecity
2018-12-13 12:55:39,768 - image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/1087.jpg, predict:Insidecity fact:Insidecity
2018-12-13 12:55:39,791 - image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/1468.jpg, predict:Insidecity fact:Insidecity
2018-12-13 12:55:39,813 - image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/1861.jpg, predict:TallBuilding fact:Insidecity
2018-12-13 12:55:39,836 - image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/1268.jpg, predict:kitchen fact:Insidecity
2018-12-13 12:55:39,864 - image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/1853.jpg, predict:Insidecity fact:Insidecity
2018-12-13 12:55:39,892 - image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/1979.jpg, predict:Insidecity fact:Insidecity
2018-12-13 12:55:39,918 - image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/2041.jpg, predict:Street fact:Insidecity
2018-12-13 12:55:39,943 - image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/1944.jpg, predict:Street fact:Insidecity
2018-12-13 12:55:39,967 - image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/1238.jpg, predict:Insidecity fact:Insidecity
2018-12-13 12:55:39,990 - image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/1360.jpg, predict:TallBuilding fact:Insidecity
2018-12-13 12:55:40,017 - image:/Users/weiziyang/CV_DATA/testing_tagged/Insidecity/1994.jpg, predict:Insidecity fact:Insidecity
